,ArtistID,Main Artist,Spotify Found,Full Name,Country,Birth Date,Group Members,Found Wiki,Wiki URL,Gender,Cleaned Main Artist,US State,State ID,nb wins,nb nominations,win rate
1249,A1249,Bobby Brackins,1.0,,United States,1988-09-14,1.0,1,https://en.wikipedia.org/wiki/Bobby_Brackins,M,Bobby Brackins,California,CA,-1,0,
1250,A1250,The Dirty Heads,1.0,,United States,,6.0,1,https://en.wikipedia.org/wiki/Dirty_Heads,,The Dirty Heads,California,CA,-1,0,
1251,A1251,Christina Perri,1.0,Christina Judith Perri,United States,1986-08-19,1.0,1,https://en.wikipedia.org/wiki/Christina_Perri,F,Christina Perri,Pennsylvania,PA,-1,0,
1252,A1252,The Band Perry,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/The_Band_Perry,,The Band Perry,Mississippi,MS,-1,0,
1253,A1253,Auburn,1.0,,United States,1989-12-02,1.0,1,https://en.wikipedia.org/wiki/Auburn_(singer),F,Auburn,Minnesota,MN,-1,0,
1254,A1254,Chiddy Bang,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Chiddy_Bang,,Chiddy Bang,Pennsylvania,PA,-1,0,
1255,A1255,Bruno Mars,1.0,Peter Gene Hernandez,United States,1985-10-08,1.0,1,https://en.wikipedia.org/wiki/Bruno_Mars,M,Bruno Mars,Hawaii,HI,2,6,0.3333333333333333
1256,A1256,Antoine Dodson,1.0,Kevin Antoine Dodson,United States,1986-06-27,1.0,1,https://en.wikipedia.org/wiki/Antoine_Dodson,M,Antoine Dodson,Illinois,IL,-1,0,
1257,A1257,Far*East Movement,1.0,,United States,,7.0,1,https://en.wikipedia.org/wiki/Far_East_Movement,,Fareast Movement,California,CA,-1,0,
1258,A1258,The Ready Set,1.0,,United States,1989-11-14,1.0,1,https://en.wikipedia.org/wiki/The_Ready_Set,M,The Ready Set,Indiana,IN,-1,0,
1259,A1259,Mumford,1.0,,,,,0,,,Mumford,,,0,2,0.0
1260,A1260,Soundgarden,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Soundgarden,,Soundgarden,Washington,WA,-1,0,
1261,A1261,YG,1.0,,United States,1990-03-09,1.0,1,https://en.wikipedia.org/wiki/YG_(rapper),M,Yg,California,CA,-1,0,
1262,A1262,Josh Thompson,1.0,,United States,1978-01-23,1.0,1,https://en.wikipedia.org/wiki/Josh_Thompson_(singer),M,Josh Thompson,Wisconsin,WI,-1,0,
1263,A1263,Florence,1.0,,,,,0,,,Florence,,,-1,0,
1264,A1264,Yolanda Be Cool,1.0,,Australia,,2.0,1,https://en.wikipedia.org/wiki/Yolanda_Be_Cool,,Yolanda Be Cool,,,-1,0,
1265,A1265,Miguel,1.0,Miguel Jontel Pimentel,United States,1985-10-23,1.0,1,https://en.wikipedia.org/wiki/Miguel_(singer),M,Miguel,California,CA,0,1,0.0
1266,A1266,Wiz Khalifa,1.0,Cameron Jibril Thomaz,United States,1987-09-08,1.0,1,https://en.wikipedia.org/wiki/Wiz_Khalifa,M,Wiz Khalifa,North Dakota,ND,0,3,0.0
1267,A1267,Marsha Ambrosius,1.0,,United Kingdom,1977-08-08,1.0,1,https://en.wikipedia.org/wiki/Marsha_Ambrosius,F,Marsha Ambrosius,,,-1,0,
1268,A1268,A Rocket To The Moon,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/A_Rocket_to_the_Moon,,A Rocket To The Moon,Massachusetts,MA,-1,0,
1269,A1269,Edward Maya,1.0,,Romania,1986-06-29,1.0,1,https://en.wikipedia.org/wiki/Edward_Maya,M,Edward Maya,,,-1,0,
1270,A1270,WILLOW,1.0,,United States,2000-10-31,1.0,1,https://en.wikipedia.org/wiki/Willow_Smith,M,Willow,California,CA,-1,0,
1271,A1271,My Darkest Days,1.0,,Canada,,1.0,1,https://en.wikipedia.org/wiki/My_Darkest_Days,,My Darkest Days,,,-1,0,
1272,A1272,The Black Keys,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/The_Black_Keys,,The Black Keys,Ohio,OH,0,1,0.0
1273,A1273,New Hollow,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/New_Hollow,,New Hollow,Ohio,OH,-1,0,
1274,A1274,ROCKMAFIA,1.0,,,,,0,,,Rockmafia,,,-1,0,
1275,A1275,Sick Puppies,1.0,,Australia,,3.0,1,https://en.wikipedia.org/wiki/Sick_Puppies,,Sick Puppies,,,-1,0,
1276,A1276,Victorious Cast,1.0,,,,,0,,,Victorious Cast,,,-1,0,
1277,A1277,Dev,1.0,Devin Star Tailes,United States,1989-07-02,1.0,1,https://en.wikipedia.org/wiki/Dev_(singer),F,Dev,California,CA,-1,0,
1278,A1278,Thompson Square,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Thompson_Square,,Thompson Square,Tennessee,TN,-1,0,
1279,A1279,Troop 41,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Troop_41,,Troop 41,North Carolina,NC,-1,0,
1280,A1280,Gwyneth Paltrow,1.0,Gwyneth Kate Paltrow,United States,1972-09-27,1.0,1,https://en.wikipedia.org/wiki/Gwyneth_Paltrow,F,Gwyneth Paltrow,California,CA,-1,0,
1281,A1281,Sunny Sweeney,1.0,Sunny Michaela Sweeney,United States,1976-12-07,1.0,1,https://en.wikipedia.org/wiki/Sunny_Sweeney,F,Sunny Sweeney,Texas,TX,-1,0,
1282,A1282,Travis Porter,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Travis_Porter,,Travis Porter,Georgia,GA,-1,0,
1283,A1283,Garrett Hedlund,1.0,Garrett John Hedlund,United States,1984-09-03,1.0,1,https://en.wikipedia.org/wiki/Garrett_Hedlund,M,Garrett Hedlund,Minnesota,MN,-1,0,
1284,A1284,Mann,1.0,,United States,1991-07-17,1.0,1,https://en.wikipedia.org/wiki/Mann_(rapper),M,Mann,California,CA,-1,0,
1285,A1285,The JaneDear Girls,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/The_JaneDear_girls,M,The Janedear Girls,Tennessee,TN,-1,0,
1286,A1286,Rise Against,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Rise_Against,,Rise Against,Illinois,IL,-1,0,
1287,A1287,Jessie J,1.0,Jessica Ellen Cornish,United Kingdom,1988-03-27,1.0,1,https://en.wikipedia.org/wiki/Jessie_J,F,Jessie J,,,-1,0,
1288,A1288,Jana Kramer,1.0,Jana Rae Kramer,United States,1983-12-02,1.0,1,https://en.wikipedia.org/wiki/Jana_Kramer,F,Jana Kramer,Michigan,MI,-1,0,
1289,A1289,Ronnie Dunn,1.0,,United States,1953-06-01,1.0,1,https://en.wikipedia.org/wiki/Ronnie_Dunn,M,Ronnie Dunn,Oklahoma,OK,-1,0,
1290,A1290,Tinie Tempah,1.0,,United Kingdom,1988-11-07,1.0,1,https://en.wikipedia.org/wiki/Tinie_Tempah,M,Tinie Tempah,,,-1,0,
1291,A1291,Aaron Lewis,1.0,,United States,1972-04-13,1.0,1,https://en.wikipedia.org/wiki/Aaron_Lewis,M,Aaron Lewis,Massachusetts,MA,-1,0,
1292,A1292,Chris Medina,1.0,,United States,1983-11-30,1.0,1,https://en.wikipedia.org/wiki/Chris_Medina,M,Chris Medina,Illinois,IL,-1,0,
1293,A1293,Big Sean,1.0,,United States,1988-03-25,1.0,1,https://en.wikipedia.org/wiki/Big_Sean,M,Big Sean,Michigan,MI,-1,0,
1294,A1294,Rebecca Black,1.0,,United States,1997-06-21,1.0,1,https://en.wikipedia.org/wiki/Rebecca_Black,F,Rebecca Black,California,CA,-1,0,
1295,A1295,Craig Campbell,1.0,,United States,1979-02-10,1.0,1,https://en.wikipedia.org/wiki/Craig_Campbell_(singer),,Craig Campbell,Georgia,GA,-1,0,
1296,A1296,Sara Ramirez,1.0,Sara Elena Ramírez Vargas,Mexico,1975-08-31,1.0,1,https://en.wikipedia.org/wiki/Sara_Ramirez,,Sara Ramirez,,,-1,0,
1297,A1297,YC,1.0,,United States,1985-11-06,1.0,1,https://en.wikipedia.org/wiki/YC_(rapper),M,Yc,Georgia,GA,-1,0,
1298,A1298,Martin Solveig,1.0,,France,1976-09-22,1.0,1,https://en.wikipedia.org/wiki/Martin_Solveig,M,Martin Solveig,,,-1,0,
1299,A1299,Hot Chelle Rae,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Hot_Chelle_Rae,,Hot Chelle Rae,Tennessee,TN,-1,0,
1300,A1300,Bridgit Mendler,1.0,Bridgit Claire Mendler,United States,1992-12-18,1.0,1,https://en.wikipedia.org/wiki/Bridgit_Mendler,F,Bridgit Mendler,New York,NY,-1,0,
1301,A1301,Duck Sauce,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Duck_Sauce,,Duck Sauce,New York,NY,-1,0,
1302,A1302,Foster The People,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Foster_the_People,,Foster The People,California,CA,-1,0,
1303,A1303,Bad Meets Evil,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Bad_Meets_Evil,,Bad Meets Evil,Michigan,MI,-1,0,
1304,A1304,Steven Tyler,1.0,Steven Victor Tallarico,United States,1948-03-26,1.0,1,https://en.wikipedia.org/wiki/Steven_Tyler,M,Steven Tyler,New York,NY,-1,0,
1305,A1305,Nicole Scherzinger,1.0,Nicole Prascovia Elikolani Valiente[a],United States,1978-06-29,1.0,1,https://en.wikipedia.org/wiki/Nicole_Scherzinger,F,Nicole Scherzinger,Hawaii,HI,-1,0,
1306,A1306,Ashton Shepherd,1.0,,United States,1986-08-16,1.0,1,https://en.wikipedia.org/wiki/Ashton_Shepherd,F,Ashton Shepherd,Alabama,AL,-1,0,
1307,A1307,Scotty McCreery,1.0,,United States,1993-10-09,1.0,1,https://en.wikipedia.org/wiki/Scotty_McCreery,M,Scotty Mccreery,North Carolina,NC,-1,0,
1308,A1308,Lauren Alaina,1.0,,United States,1994-11-08,1.0,1,https://en.wikipedia.org/wiki/Lauren_Alaina,F,Lauren Alaina,Georgia,GA,-1,0,
1309,A1309,Reeve Carney,1.0,Reeve Jefferson Carney,United States,1983-04-18,1.0,1,https://en.wikipedia.org/wiki/Reeve_Carney,M,Reeve Carney,New York,NY,-1,0,
1310,A1310,Mac Miller,1.0,,United States,1992-01-19,1.0,1,https://en.wikipedia.org/wiki/Mac_Miller,M,Mac Miller,Pennsylvania,PA,-1,0,
1311,A1311,Andy Grammer,1.0,Andrew Charles Grammer,United States,1983-12-03,1.0,1,https://en.wikipedia.org/wiki/Andy_Grammer,M,Andy Grammer,California,CA,-1,0,
1312,A1312,Rej3ctz,1.0,,,,,0,,,Rej3Ctz,,,-1,0,
1313,A1313,Dia Frampton,1.0,,United States,1987-10-02,1.0,1,https://en.wikipedia.org/wiki/Dia_Frampton,F,Dia Frampton,Utah,UT,-1,0,
1314,A1314,Romeo Santos,1.0,,United States,1981-07-21,1.0,1,https://en.wikipedia.org/wiki/Romeo_Santos,M,Romeo Santos,New York,NY,-1,0,
1315,A1315,Vicci Martinez,1.0,,United States,1984-09-21,1.0,1,https://en.wikipedia.org/wiki/Vicci_Martinez,F,Vicci Martinez,Washington,WA,-1,0,
1316,A1316,Casey Weston,1.0,,United States,1992-12-04,1.0,1,https://en.wikipedia.org/wiki/Casey_Weston,F,Casey Weston,Florida,FL,-1,0,
1317,A1317,Afrojack,1.0,Nick Leonardus van de Wall,Netherlands,1987-09-09,1.0,1,https://en.wikipedia.org/wiki/Afrojack,,Afrojack,,,-1,0,
1318,A1318,Xenia,1.0,,United States,1994-12-17,1.0,1,https://en.wikipedia.org/wiki/Xenia_(singer),F,Xenia,California,CA,-1,0,
1319,A1319,Bella Thorne,1.0,Annabella Avery Thorne,United States,1997-10-08,1.0,1,https://en.wikipedia.org/wiki/Bella_Thorne,F,Bella Thorne,Florida,FL,-1,0,
1320,A1320,Brantley Gilbert,1.0,,United States,1985-01-20,1.0,1,https://en.wikipedia.org/wiki/Brantley_Gilbert,M,Brantley Gilbert,Georgia,GA,-1,0,
1321,A1321,Adam Levine,1.0,Adam Noah Levine,United States,1979-03-18,1.0,1,https://en.wikipedia.org/wiki/Adam_Levine,M,Adam Levine,California,CA,-1,0,
1322,A1322,Frank Ocean,1.0,Christopher Edwin Breaux,United States,1987-10-28,1.0,1,https://en.wikipedia.org/wiki/Frank_Ocean,M,Frank Ocean,California,CA,0,1,0.0
1323,A1323,Alexandra Stan,1.0,Alexandra Ioana Stan,Romania,1989-06-10,1.0,1,https://en.wikipedia.org/wiki/Alexandra_Stan,F,Alexandra Stan,,,-1,0,
1324,A1324,DJ Drama,1.0,,,1978-04-22,1.0,1,https://en.wikipedia.org/wiki/DJ_Drama,,Dj Drama,,,-1,0,
1325,A1325,Kreayshawn,1.0,,United States,1989-09-24,1.0,1,https://en.wikipedia.org/wiki/Kreayshawn,F,Kreayshawn,California,CA,-1,0,
1326,A1326,Five Finger Death Punch,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Five_Finger_Death_Punch,,Five Finger Death Punch,Nevada,NV,-1,0,
1327,A1327,Ellie Goulding,1.0,Elena Jane Goulding,United Kingdom,1986-12-30,1.0,1,https://en.wikipedia.org/wiki/Ellie_Goulding,F,Ellie Goulding,,,-1,0,
1328,A1328,Mindless Behavior,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Mindless_Behavior,,Mindless Behavior,California,CA,-1,0,
1329,A1329,AWOLNATION,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Awolnation,,Awolnation,California,CA,-1,0,
1330,A1330,Pistol Annies,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Pistol_Annies,,Pistol Annies,Tennessee,TN,-1,0,
1331,A1331,Young The Giant,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Young_the_Giant,,Young The Giant,California,CA,-1,0,
1332,A1332,Hugh Laurie,1.0,James Hugh Calum Laurie,United Kingdom,1959-06-11,1.0,1,https://en.wikipedia.org/wiki/Hugh_Laurie,M,Hugh Laurie,,,-1,0,
1333,A1333,Tony Bennett,1.0,Anthony Dominick Benedetto,United States,1926-08-03,1.0,1,https://en.wikipedia.org/wiki/Tony_Bennett,M,Tony Bennett,New York,NY,0,1,0.0
1334,A1334,China Anne McClain,1.0,,United States,1998-08-25,1.0,1,https://en.wikipedia.org/wiki/China_Anne_McClain,F,China Anne Mcclain,Georgia,GA,-1,0,
1335,A1335,Kaskade,1.0,,United States,1971-02-25,1.0,1,https://en.wikipedia.org/wiki/Kaskade,M,Kaskade,Illinois,IL,-1,0,
1336,A1336,Hunter Hayes,1.0,,United States,1991-09-09,1.0,1,https://en.wikipedia.org/wiki/Hunter_Hayes,M,Hunter Hayes,Louisiana,LA,-1,0,
1337,A1337,Breathe Carolina,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Breathe_Carolina,,Breathe Carolina,Colorado,CO,-1,0,
1338,A1338,Skrillex,1.0,,United States,1988-01-15,1.0,1,https://en.wikipedia.org/wiki/Skrillex,,Skrillex,California,CA,-1,0,
1339,A1339,Avicii,1.0,Tim Bergling,Sweden,1989-09-08,1.0,1,https://en.wikipedia.org/wiki/Avicii,M,Avicii,,,-1,0,
1340,A1340,Outasight,1.0,,United States,1983-02-17,1.0,1,https://en.wikipedia.org/wiki/Outasight,M,Outasight,New York,NY,-1,0,
1341,A1341,Grouplove,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Grouplove,,Grouplove,California,CA,-1,0,
1342,A1342,fun.,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Fun_(band),,Fun,New York,NY,1,2,0.5
1343,A1343,Edens Edge,1.0,,United States,2006,1.0,1,https://en.wikipedia.org/wiki/Edens_Edge,,Edens Edge,Arkansas,AR,-1,0,
1344,A1344,Gotye,1.0,,Australia,1980-05-21,1.0,1,https://en.wikipedia.org/wiki/Gotye,M,Gotye,,,1,1,1.0
1345,A1345,Van Halen,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Van_Halen,,Van Halen,California,CA,-1,0,
1346,A1346,The Wanted,1.0,,United Kingdom,,4.0,1,https://en.wikipedia.org/wiki/The_Wanted,,The Wanted,,,-1,0,
1347,A1347,Lana Del Rey,1.0,Elizabeth Woolridge Grant,United States,1985-06-21,1.0,1,https://en.wikipedia.org/wiki/Lana_Del_Rey,F,Lana Del Rey,New York,NY,0,2,0.0
1348,A1348,MGK,1.0,Colson Baker[a],United States,1990-04-22,1.0,1,https://en.wikipedia.org/wiki/Machine_Gun_Kelly_(musician),M,Mgk,Texas,TX,-1,0,
1349,A1349,Diggy,1.0,,United States,1995-03-21,1.0,1,https://en.wikipedia.org/wiki/Diggy_Simmons,M,Diggy,New York,NY,-1,0,
1350,A1350,Meek Mill,1.0,Robert Rihmeek Williams,United States,1987-05-06,1.0,1,https://en.wikipedia.org/wiki/Meek_Mill,M,Meek Mill,Pennsylvania,PA,-1,0,
1351,A1351,Lindsey Pavao,1.0,,,,,0,,,Lindsey Pavao,,,-1,0,
1352,A1352,Kip Moore,1.0,,United States,1980-04-01,1.0,1,https://en.wikipedia.org/wiki/Kip_Moore,M,Kip Moore,Tennessee,TN,-1,0,
1353,A1353,Calvin Harris,1.0,Adam Richard Wiles,United Kingdom,1984-01-17,1.0,1,https://en.wikipedia.org/wiki/Calvin_Harris,M,Calvin Harris,,,-1,0,
1354,A1354,Kirko Bangz,1.0,,United States,1989-08-20,1.0,1,https://en.wikipedia.org/wiki/Kirko_Bangz,M,Kirko Bangz,Texas,TX,-1,0,
1355,A1355,One Direction,1.0,,United Kingdom,,1.0,1,https://en.wikipedia.org/wiki/One_Direction,,One Direction,,,-1,0,
1356,A1356,deadmau5,1.0,,Canada,1981-01-05,1.0,1,https://en.wikipedia.org/wiki/Deadmau5,M,Deadmau5,,,-1,0,
1357,A1357,Carly Rae Jepsen,1.0,,Canada,1985-11-21,1.0,1,https://en.wikipedia.org/wiki/Carly_Rae_Jepsen,F,Carly Rae Jepsen,,,0,1,0.0
1358,A1358,LoveRance,1.0,,United States,1989-09-06,1.0,1,https://en.wikipedia.org/wiki/LoveRance,M,Loverance,California,CA,-1,0,
1359,A1359,Future,1.0,Nayvadius DeMun Wilburn[1],United States,1983-11-20,1.0,1,https://en.wikipedia.org/wiki/Future_(rapper),M,Future,Georgia,GA,0,2,0.0
1360,A1360,M83.,1.0,,France,,4.0,1,https://en.wikipedia.org/wiki/M83_(band),,M83,,,-1,0,
1361,A1361,Karmin,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Karmin,M,Karmin,Massachusetts,MA,-1,0,
1362,A1362,Alex Clare,1.0,,United Kingdom,1985-09-14,1.0,1,https://en.wikipedia.org/wiki/Alex_Clare,M,Alex Clare,,,-1,0,
1363,A1363,Havana Brown,1.0,,Australia,1985-02-14,1.0,1,https://en.wikipedia.org/wiki/Havana_Brown_(musician),F,Havana Brown,,,-1,0,
1364,A1364,Michel Telo,1.0,,Brazil,1981-01-21,1.0,1,https://en.wikipedia.org/wiki/Michel_Tel%C3%B3,M,Michel Telo,,,-1,0,
1365,A1365,Of Monsters,1.0,,,,,0,,,Of Monsters,,,-1,0,
1366,A1366,Cash Out,0.0,,United States,1990-08-15,1.0,1,https://en.wikipedia.org/wiki/Cash_Out,M,Cash Out,Georgia,GA,-1,0,
1367,A1367,Juliet Simms,1.0,,United States,1986-02-26,1.0,1,https://en.wikipedia.org/wiki/Juliet_Simms,F,Juliet Simms,Florida,FL,-1,0,
1368,A1368,2 Chainz,1.0,Tauheed K. Epps,United States,1977-09-12,1.0,1,https://en.wikipedia.org/wiki/2_Chainz,M,2 Chainz,Georgia,GA,-1,0,
1369,A1369,Tony Lucca,1.0,,United States,1976-01-23,1.0,1,https://en.wikipedia.org/wiki/Tony_Lucca,M,Tony Lucca,Michigan,MI,-1,0,
1370,A1370,Jermaine Paul,1.0,,United States,1979-07-26,1.0,1,https://en.wikipedia.org/wiki/Jermaine_Paul,M,Jermaine Paul,New York,NY,-1,0,
1371,A1371,Dustin Lynch,1.0,,United States,1985-05-14,1.0,1,https://en.wikipedia.org/wiki/Dustin_Lynch,M,Dustin Lynch,Tennessee,TN,-1,0,
1372,A1372,Phillip Phillips,1.0,,United States,1990-09-20,1.0,1,https://en.wikipedia.org/wiki/Phillip_Phillips,M,Phillip Phillips,Georgia,GA,-1,0,
1373,A1373,Rita Ora,1.0,Rita Sahatçiu,Kosovo,1990-11-26,1.0,1,https://en.wikipedia.org/wiki/Rita_Ora,F,Rita Ora,,,-1,0,
1374,A1374,The Lumineers,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/The_Lumineers,,The Lumineers,New Jersey,NJ,-1,0,
1375,A1375,Imagine Dragons,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Imagine_Dragons,,Imagine Dragons,Nevada,NV,0,1,0.0
1376,A1376,Cher Lloyd,1.0,,United Kingdom,1993-07-28,1.0,1,https://en.wikipedia.org/wiki/Cher_Lloyd,F,Cher Lloyd,,,-1,0,
1377,A1377,Driicky Graham,1.0,,United States,1991-11-23,1.0,1,https://en.wikipedia.org/wiki/Driicky_Graham,M,Driicky Graham,New Jersey,NJ,-1,0,
1378,A1378,NERO,1.0,,United Kingdom,,3.0,1,https://en.wikipedia.org/wiki/Nero_(band),,Nero,,,-1,0,
1379,A1379,French Montana,1.0,,United States,1984-11-09,1.0,1,https://en.wikipedia.org/wiki/French_Montana,M,French Montana,New York,NY,-1,0,
1380,A1380,Thomas Rhett,1.0,,United States,1990-03-30,1.0,1,https://en.wikipedia.org/wiki/Thomas_Rhett,M,Thomas Rhett,Tennessee,TN,-1,0,
1381,A1381,Ed Sheeran,1.0,Edward Christopher Sheeran,United Kingdom,1991-02-17,1.0,1,https://en.wikipedia.org/wiki/Ed_Sheeran,M,Ed Sheeran,,,1,4,0.25
1382,A1382,Kendrick Lamar,1.0,Kendrick Lamar Duckworth,United States,1987-06-17,1.0,1,https://en.wikipedia.org/wiki/Kendrick_Lamar,M,Kendrick Lamar,California,CA,7,14,0.5
1383,A1383,Florida Georgia Line,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Florida_Georgia_Line,M,Florida Georgia Line,Tennessee,TN,-1,0,
1384,A1384,Slaughterhouse,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Slaughterhouse_(group),,Slaughterhouse,,,-1,0,
1385,A1385,Chief Keef,1.0,,United States,1995-08-15,1.0,1,https://en.wikipedia.org/wiki/Chief_Keef,M,Chief Keef,Illinois,IL,-1,0,
1386,A1386,Macklemore,1.0,Benjamin Hammond Haggerty,United States,1983-06-19,1.0,1,https://en.wikipedia.org/wiki/Macklemore,M,Macklemore,Washington,WA,1,2,0.5
1387,A1387,Passion Pit,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Passion_Pit,,Passion Pit,Massachusetts,MA,-1,0,
1388,A1388,PSY,1.0,싸이,South Korea,1977-12-31,1.0,1,https://en.wikipedia.org/wiki/Psy,M,Psy,,,-1,0,
1389,A1389,Juicy J,1.0,Jordan Michael Houston III,United States,1975-04-05,1.0,1,https://en.wikipedia.org/wiki/Juicy_J,M,Juicy J,Tennessee,TN,-1,0,
1390,A1390,Olly Murs,1.0,Oliver Stanley Murs,United Kingdom,1984-05-14,1.0,1,https://en.wikipedia.org/wiki/Olly_Murs,M,Olly Murs,,,-1,0,
1391,A1391,Swedish House Mafia,1.0,,Sweden,,3.0,1,https://en.wikipedia.org/wiki/Swedish_House_Mafia,,Swedish House Mafia,,,-1,0,
1392,A1392,Greg Bates,1.0,,United States,1987-09-25,1.0,1,https://en.wikipedia.org/wiki/Greg_Bates,M,Greg Bates,Tennessee,TN,-1,0,
1393,A1393,Sam Palladio,1.0,,United Kingdom,1986-11-21,1.0,1,https://en.wikipedia.org/wiki/Sam_Palladio,M,Sam Palladio,,,-1,0,
1394,A1394,A$AP Rocky,1.0,Rakim Athelaston Mayers,United States,1988-10-03,1.0,1,https://en.wikipedia.org/wiki/ASAP_Rocky,M,Asap Rocky,New York,NY,0,1,0.0
1395,A1395,The Weeknd,1.0,Abel Makkonen Tesfaye,Canada,1990-02-16,1.0,1,https://en.wikipedia.org/wiki/The_Weeknd,M,The Weeknd,,,0,1,0.0
1396,A1396,Cassadee Pope,1.0,,United States,1989-08-28,1.0,1,https://en.wikipedia.org/wiki/Cassadee_Pope,F,Cassadee Pope,Florida,FL,-1,0,
1397,A1397,Melanie Martinez,1.0,Melanie Adele Martinez,United States,1995-04-28,1.0,1,https://en.wikipedia.org/wiki/Melanie_Martinez,F,Melanie Martinez,New York,NY,-1,0,
1398,A1398,Grace Potter,1.0,,United States,1983-06-20,1.0,1,https://en.wikipedia.org/wiki/Grace_Potter,F,Grace Potter,Vermont,VT,-1,0,
1399,A1399,Amanda Brown,1.0,,United States,1985-06-04,1.0,1,https://en.wikipedia.org/wiki/Amanda_Brown_(singer),M,Amanda Brown,New York,NY,-1,0,
1400,A1400,Terry McDermott,1.0,,United Kingdom,1977-08-06,1.0,1,https://en.wikipedia.org/wiki/Terry_McDermott_(singer),M,Terry Mcdermott,,,-1,0,
1401,A1401,Nicholas David,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Nicholas_David,M,Nicholas David,Minnesota,MN,-1,0,
1402,A1402,Kacey Musgraves,1.0,Kacey Lee Musgraves,United States,1988-08-21,1.0,1,https://en.wikipedia.org/wiki/Kacey_Musgraves,F,Kacey Musgraves,Texas,TX,-1,0,
1403,A1403,Jonn Hart,1.0,,,1985-08-28,1.0,1,https://en.wikipedia.org/wiki/Jonn_Hart,,Jonn Hart,,,-1,0,
1404,A1404,Trinidad James,1.0,,United States,1987-09-24,1.0,1,https://en.wikipedia.org/wiki/Trinidad_James,,Trinidad James,Georgia,GA,-1,0,
1405,A1405,Casey James,1.0,,United States,1982-05-31,1.0,1,https://en.wikipedia.org/wiki/Casey_James,M,Casey James,Texas,TX,-1,0,
1406,A1406,Anne Hathaway,1.0,Anne Jacqueline Hathaway,United States,1982-11-12,1.0,1,https://en.wikipedia.org/wiki/Anne_Hathaway,F,Anne Hathaway,New York,NY,-1,0,
1407,A1407,Anna Kendrick,1.0,Anna Cooke Kendrick,United States,1985-08-09,1.0,1,https://en.wikipedia.org/wiki/Anna_Kendrick,F,Anna Kendrick,Maine,ME,-1,0,
1408,A1408,The Barden Bellas,1.0,,,,,0,,,The Barden Bellas,,,-1,0,
1409,A1409,Samantha Barks,1.0,Samantha Jane Barks,United Kingdom,1990-10-02,1.0,1,https://en.wikipedia.org/wiki/Samantha_Barks,,Samantha Barks,,,-1,0,
1410,A1410,Kid Ink,1.0,,United States,1986-04-01,1.0,1,https://en.wikipedia.org/wiki/Kid_Ink,M,Kid Ink,California,CA,-1,0,
1411,A1411,Icona Pop,1.0,,Sweden,,2.0,1,https://en.wikipedia.org/wiki/Icona_Pop,,Icona Pop,,,-1,0,
1412,A1412,Baauer,1.0,,United States,1989-04-30,1.0,1,https://en.wikipedia.org/wiki/Baauer,M,Baauer,Pennsylvania,PA,-1,0,
1413,A1413,Krewella,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Krewella,,Krewella,Illinois,IL,-1,0,
1414,A1414,Alabama Shakes,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Alabama_Shakes,,Alabama Shakes,Alabama,AL,-1,0,
1415,A1415,Emeli Sande,1.0,,United Kingdom,1987-03-10,1.0,1,https://en.wikipedia.org/wiki/Emeli_Sand%C3%A9,F,Emeli Sande,,,-1,0,
1416,A1416,Britt Nicole,1.0,,United States,1984-08-02,1.0,1,https://en.wikipedia.org/wiki/Britt_Nicole,F,Britt Nicole,North Carolina,NC,-1,0,
